                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                0.64474,                0.36895,                0.92978,                0.95933,                0.92136,                0.98227,                0.78069,                0.70826,                0.36943,                0.98542,              0.0084952,              0.0084952,              0.0084952
                    154,                0.64375,                0.36706,                0.93199,                0.95917,                0.92394,                0.98238,                0.77856,                0.70958,                0.36875,                0.98611,              0.0084853,              0.0084853,              0.0084853
                    155,                0.65381,                0.37051,                0.94059,                0.96238,                 0.9266,                0.98292,                0.77669,                0.71134,                 0.3659,                0.98271,              0.0084754,              0.0084754,              0.0084754
                    156,                0.63346,                0.36078,                0.92731,                0.96301,                0.92505,                0.98171,                0.77549,                0.70846,                0.37166,                0.98225,              0.0084655,              0.0084655,              0.0084655
                    157,                0.63881,                0.36314,                0.93001,                0.96229,                0.93263,                0.98421,                0.78118,                0.71631,                0.36824,                0.98593,              0.0084556,              0.0084556,              0.0084556
                    158,                0.64269,                0.36613,                0.93129,                0.95318,                0.93784,                0.98149,                0.78381,                0.71226,                0.36622,                0.98659,              0.0084457,              0.0084457,              0.0084457
                    159,                0.64245,                 0.3661,                0.93171,                0.96589,                0.91861,                0.97989,                0.78079,                0.70563,                0.37219,                0.98216,              0.0084358,              0.0084358,              0.0084358
                    160,                0.63798,                0.36427,                  0.925,                0.96878,                0.91888,                0.97966,                0.78436,                0.70122,                0.36802,                0.98463,              0.0084259,              0.0084259,              0.0084259
                    161,                0.64239,                0.36873,                0.93799,                0.96695,                0.91493,                0.98065,                0.78666,                0.70811,                0.36755,                0.98207,               0.008416,               0.008416,               0.008416
                    162,                0.63903,                0.36119,                0.93238,                0.93172,                0.95106,                0.98554,                0.78778,                0.70008,                0.36584,                0.97843,              0.0084061,              0.0084061,              0.0084061
                    163,                0.64088,                0.36413,                0.93298,                0.96496,                0.92565,                0.98473,                0.78157,                 0.7098,                 0.3651,                0.98446,              0.0083962,              0.0083962,              0.0083962
                    164,                0.63901,                0.36224,                0.92834,                0.96772,                0.93047,                0.97751,                0.78177,                0.70761,                0.35996,                0.98911,              0.0083863,              0.0083863,              0.0083863
                    165,                0.63383,                0.36237,                0.92551,                 0.9547,                 0.9297,                0.97697,                0.77753,                0.71046,                0.36757,                 0.9874,              0.0083764,              0.0083764,              0.0083764
                    166,                0.63833,                 0.3645,                0.93137,                0.94424,                0.95369,                0.98515,                0.78434,                0.70751,                 0.3649,                0.98305,              0.0083665,              0.0083665,              0.0083665
                    167,                0.64023,                0.36537,                0.93202,                0.95068,                0.93389,                0.98083,                0.78283,                0.71004,                0.36392,                0.98384,              0.0083566,              0.0083566,              0.0083566
                    168,                0.63155,                0.35922,                0.92538,                0.94109,                0.95513,                 0.9861,                0.78371,                0.71208,                0.36211,                0.98955,              0.0083467,              0.0083467,              0.0083467
                    169,                0.63294,                0.36207,                0.92891,                0.94975,                0.94861,                0.98567,                0.78304,                0.70858,                0.35891,                0.98966,              0.0083368,              0.0083368,              0.0083368
                    170,                0.63789,                0.36295,                0.93142,                0.94138,                0.94835,                0.98127,                0.77779,                0.70336,                0.35596,                0.99026,              0.0083269,              0.0083269,              0.0083269
                    171,                0.62769,                0.35288,                 0.9246,                0.95044,                0.95576,                0.98563,                0.78394,                0.69417,                0.35196,                0.98951,               0.008317,               0.008317,               0.008317
                    172,                0.63453,                0.35935,                0.92659,                0.95235,                0.95458,                0.98442,                0.78804,                 0.6909,                0.35886,                0.98361,              0.0083071,              0.0083071,              0.0083071
                    173,                0.62858,                0.35986,                0.92959,                0.94673,                0.94264,                0.97941,                0.78498,                0.68494,                0.35689,                0.97927,              0.0082972,              0.0082972,              0.0082972
                    174,                0.62856,                0.35826,                 0.9209,                 0.9448,                0.93539,                0.97975,                0.78148,                0.69052,                  0.357,                0.98413,              0.0082873,              0.0082873,              0.0082873
                    175,                0.62927,                0.35851,                0.92259,                0.94843,                 0.9398,                 0.9803,                0.78603,                0.68993,                0.35956,                0.98422,              0.0082774,              0.0082774,              0.0082774
                    176,                0.62713,                0.35508,                0.92122,                0.93217,                0.94711,                0.97981,                0.78735,                0.68869,                0.35646,                0.97902,              0.0082675,              0.0082675,              0.0082675
                    177,                0.63032,                0.35725,                0.92591,                 0.9499,                 0.9252,                0.98026,                0.78766,                0.69152,                0.36315,                0.97955,              0.0082576,              0.0082576,              0.0082576
                    178,                 0.6221,                0.35872,                0.92272,                0.93609,                0.93832,                0.97981,                0.78917,                0.69451,                0.36438,                 0.9822,              0.0082477,              0.0082477,              0.0082477
                    179,                0.62504,                0.35719,                0.92498,                0.93597,                0.94062,                0.98072,                0.79112,                0.68772,                0.36135,                0.97664,              0.0082378,              0.0082378,              0.0082378
                    180,                0.62453,                0.35555,                0.92515,                0.93969,                0.95748,                0.98625,                0.79042,                0.69231,                0.36039,                0.98079,              0.0082279,              0.0082279,              0.0082279
                    181,                0.62631,                0.35234,                0.92349,                0.94488,                0.95028,                0.98689,                0.79287,                0.69015,                0.35712,                0.97753,               0.008218,               0.008218,               0.008218
                    182,                 0.6251,                0.35792,                0.92134,                0.94786,                0.93194,                0.98219,                0.78835,                0.68972,                0.36123,                0.97704,              0.0082081,              0.0082081,              0.0082081
                    183,                0.62519,                0.35944,                 0.9228,                0.97448,                0.90811,                0.98231,                0.78883,                0.69894,                0.36253,                0.98181,              0.0081982,              0.0081982,              0.0081982
                    184,                 0.6248,                0.35827,                0.92364,                0.97532,                0.91567,                0.98276,                0.77838,                0.70088,                0.35885,                0.98108,              0.0081883,              0.0081883,              0.0081883
                    185,                0.62046,                0.35189,                0.92512,                0.97507,                 0.9163,                  0.982,                0.78364,                0.69418,                0.36228,                0.97895,              0.0081784,              0.0081784,              0.0081784
                    186,                0.61713,                0.35116,                0.92144,                0.96892,                0.91882,                0.98214,                0.78351,                0.69656,                0.36362,                0.98014,              0.0081685,              0.0081685,              0.0081685
                    187,                0.61811,                0.35345,                0.92387,                0.96361,                0.91885,                0.98246,                0.78993,                0.69687,                0.35678,                0.98528,              0.0081586,              0.0081586,              0.0081586
                    188,                0.61742,                0.35435,                0.92478,                0.96034,                0.92159,                0.98233,                0.78976,                0.69913,                0.35765,                0.98578,              0.0081487,              0.0081487,              0.0081487
                    189,                0.61756,                0.35259,                0.92114,                 0.9627,                  0.923,                0.98059,                0.78811,                0.69765,                0.35527,                0.98893,              0.0081388,              0.0081388,              0.0081388
                    190,                0.61565,                 0.3495,                0.91949,                0.96284,                0.92298,                0.98132,                0.78742,                 0.6938,                0.35335,                0.98911,              0.0081289,              0.0081289,              0.0081289
                    191,                0.61297,                0.34542,                0.91964,                0.95008,                0.93675,                0.98142,                0.78661,                0.69389,                0.35469,                0.99071,               0.008119,               0.008119,               0.008119
                    192,                0.61999,                0.35344,                0.92081,                0.95272,                0.93504,                0.98023,                0.78924,                0.69234,                0.35753,                0.99094,              0.0081091,              0.0081091,              0.0081091
                    193,                0.61718,                0.35108,                0.92188,                0.95562,                0.92392,                0.98123,                 0.7896,                0.69311,                0.35431,                0.99227,              0.0080992,              0.0080992,              0.0080992
                    194,                0.61388,                0.35216,                0.91998,                0.95459,                0.92635,                0.98129,                 0.7906,                0.68967,                0.35739,                0.99106,              0.0080893,              0.0080893,              0.0080893
                    195,                0.62243,                0.35357,                0.92199,                0.96621,                0.92908,                0.98276,                0.79115,                0.69009,                0.35758,                  0.991,              0.0080794,              0.0080794,              0.0080794
                    196,                0.61471,                0.35188,                0.91529,                0.97306,                0.92532,                0.98208,                0.78906,                0.68957,                0.35645,                0.98726,              0.0080695,              0.0080695,              0.0080695
                    197,                0.61528,                0.34852,                0.92104,                0.97292,                0.92021,                 0.9835,                0.78956,                0.68655,                0.35416,                0.98291,              0.0080596,              0.0080596,              0.0080596
                    198,                0.61135,                 0.3468,                0.91604,                 0.9658,                0.92623,                0.98265,                 0.7886,                0.69136,                0.35435,                0.98085,              0.0080497,              0.0080497,              0.0080497
                    199,                0.61052,                0.34181,                0.91736,                 0.9735,                0.91062,                0.98272,                0.78917,                0.69642,                0.35307,                 0.9813,              0.0080398,              0.0080398,              0.0080398
                    200,                0.60836,                0.34807,                0.91699,                0.96934,                0.91313,                0.98263,                0.79165,                0.69477,                0.35372,                0.98001,              0.0080299,              0.0080299,              0.0080299
                    201,                0.61491,                0.34822,                0.91855,                0.97001,                0.91062,                0.98261,                0.78975,                0.69746,                0.35738,                0.98088,                0.00802,                0.00802,                0.00802
                    202,                0.61094,                0.34606,                0.91751,                0.97002,                0.91641,                0.98318,                0.79002,                0.70347,                0.35845,                0.98281,              0.0080101,              0.0080101,              0.0080101
                    203,                0.61321,                 0.3488,                0.91948,                0.97543,                 0.9099,                0.98264,                0.78742,                0.70319,                0.35736,                0.98129,              0.0080002,              0.0080002,              0.0080002
                    204,                0.61466,                0.34742,                 0.9195,                0.94759,                 0.9364,                0.98117,                  0.787,                0.70158,                0.36277,                0.97973,              0.0079903,              0.0079903,              0.0079903
                    205,                0.61419,                0.34816,                0.92084,                0.94938,                0.93509,                0.98102,                 0.7846,                0.69879,                0.35865,                0.97784,              0.0079804,              0.0079804,              0.0079804
                    206,                0.60918,                  0.348,                0.91967,                0.94539,                0.94219,                0.98128,                0.78462,                0.69292,                 0.3578,                0.97351,              0.0079705,              0.0079705,              0.0079705
                    207,                 0.6002,                0.34315,                0.91745,                0.94806,                0.92941,                0.98175,                0.78594,                0.69272,                0.35752,                 0.9723,              0.0079606,              0.0079606,              0.0079606
                    208,                0.61204,                 0.3495,                0.92301,                0.94509,                0.93154,                0.98183,                0.79066,                0.69335,                0.35802,                0.97187,              0.0079507,              0.0079507,              0.0079507
                    209,                0.59981,                0.34127,                0.91182,                0.94047,                0.93971,                0.98187,                0.79488,                0.69334,                0.35645,                0.97121,              0.0079408,              0.0079408,              0.0079408
                    210,                0.60176,                0.34268,                0.91603,                0.94906,                0.92784,                0.98182,                0.79302,                 0.6894,                0.35708,                0.96833,              0.0079309,              0.0079309,              0.0079309
                    211,                0.60247,                0.34222,                  0.915,                0.93921,                0.94312,                0.98176,                0.79228,                0.69097,                0.36085,                0.96721,               0.007921,               0.007921,               0.007921
                    212,                0.60479,                0.34488,                0.91657,                 0.9482,                0.92887,                0.98188,                0.79335,                 0.6884,                0.35995,                0.96605,              0.0079111,              0.0079111,              0.0079111
                    213,                0.60892,                0.34446,                0.91701,                0.93924,                0.94111,                0.98271,                 0.7937,                0.68395,                0.35554,                0.96445,              0.0079012,              0.0079012,              0.0079012
                    214,                0.60447,                0.34271,                0.91152,                0.96536,                0.91843,                0.98066,                0.79344,                0.68547,                0.35661,                 0.9653,              0.0078913,              0.0078913,              0.0078913
                    215,                0.60414,                0.33965,                0.92147,                0.96942,                0.92104,                0.97987,                0.79461,                0.68812,                0.35915,                0.96575,              0.0078814,              0.0078814,              0.0078814
                    216,                0.59883,                0.34077,                0.91139,                0.96729,                0.92132,                0.97956,                0.79026,                0.68744,                0.36067,                0.96646,              0.0078715,              0.0078715,              0.0078715
                    217,                 0.6031,                0.34112,                0.91578,                0.96748,                0.92133,                0.97959,                0.79399,                0.68945,                0.36414,                0.96753,              0.0078616,              0.0078616,              0.0078616
                    218,                0.60193,                0.34366,                0.91314,                 0.9514,                 0.9364,                0.98162,                0.79395,                0.68665,                0.36289,                0.96689,              0.0078517,              0.0078517,              0.0078517
                    219,                0.60292,                0.34225,                0.91574,                0.94907,                 0.9364,                0.98266,                0.79298,                0.68774,                0.35996,                0.96865,              0.0078418,              0.0078418,              0.0078418
                    220,                0.59959,                0.33768,                0.91646,                0.96154,                0.92384,                0.98321,                0.79669,                0.68591,                0.36267,                0.96738,              0.0078319,              0.0078319,              0.0078319
                    221,                0.60441,                0.34154,                 0.9159,                0.96203,                0.92698,                0.98234,                 0.7966,                0.68684,                0.36254,                0.96767,               0.007822,               0.007822,               0.007822
                    222,                0.60219,                0.34351,                0.91259,                0.96521,                0.92635,                0.98274,                0.79394,                0.68739,                 0.3631,                0.97005,              0.0078121,              0.0078121,              0.0078121
                    223,                0.59971,                0.33742,                0.91232,                0.96585,                0.92626,                0.98343,                0.79125,                0.69085,                0.36131,                0.97292,              0.0078022,              0.0078022,              0.0078022
                    224,                0.59356,                0.33892,                0.91484,                0.96409,                0.92384,                0.98346,                0.78947,                0.69053,                0.35998,                0.97348,              0.0077923,              0.0077923,              0.0077923
                    225,                  0.599,                0.33771,                0.91023,                0.96344,                0.92384,                0.98367,                0.79089,                0.68898,                0.35931,                0.97334,              0.0077824,              0.0077824,              0.0077824
                    226,                0.59599,                0.33539,                0.91884,                0.96259,                0.92477,                0.98367,                0.79008,                0.68873,                0.35692,                0.97306,              0.0077725,              0.0077725,              0.0077725
                    227,                0.60016,                0.33817,                0.91369,                0.96174,                0.92887,                0.98395,                0.79366,                0.68794,                0.35788,                0.97221,              0.0077626,              0.0077626,              0.0077626
                    228,                0.59266,                0.33693,                0.91094,                0.96306,                0.92802,                0.98371,                0.79117,                0.68736,                0.35901,                0.97106,              0.0077527,              0.0077527,              0.0077527
                    229,                0.59075,                0.33886,                0.91093,                0.96298,                0.92635,                0.98366,                0.78992,                0.68725,                0.36137,                0.97052,              0.0077428,              0.0077428,              0.0077428
                    230,                0.59524,                 0.3406,                0.91597,                0.95997,                0.92656,                0.98337,                0.79056,                 0.6856,                0.35954,                0.97072,              0.0077329,              0.0077329,              0.0077329
                    231,                0.59153,                0.33589,                0.91123,                0.96008,                0.92667,                0.98263,                 0.7932,                 0.6846,                0.36109,                0.96909,               0.007723,               0.007723,               0.007723
                    232,                0.59002,                0.33652,                0.91444,                0.95914,                0.92835,                0.98269,                0.79421,                0.68242,                0.36029,                 0.9684,              0.0077131,              0.0077131,              0.0077131
                    233,                0.59197,                0.33895,                0.91172,                0.95978,                0.92642,                0.98326,                0.79155,                 0.6825,                0.35921,                0.96805,              0.0077032,              0.0077032,              0.0077032
                    234,                0.59757,                0.34039,                0.91352,                0.95898,                0.92744,                0.98118,                 0.7933,                0.68249,                0.36007,                0.96743,              0.0076933,              0.0076933,              0.0076933
                    235,                0.59049,                0.33985,                0.90723,                0.95933,                0.92714,                0.98185,                0.79546,                0.68273,                0.35877,                0.96702,              0.0076834,              0.0076834,              0.0076834
                    236,                0.59196,                0.33867,                0.91008,                0.95939,                0.92821,                0.98279,                0.79528,                0.68373,                0.36145,                0.96752,              0.0076735,              0.0076735,              0.0076735
                    237,                0.59187,                0.33414,                0.90887,                0.95919,                0.92863,                0.98295,                0.79536,                0.68383,                0.36149,                0.96734,              0.0076636,              0.0076636,              0.0076636
                    238,                0.59462,                0.33548,                0.90815,                0.95703,                0.93017,                0.98323,                0.79288,                0.68285,                0.35966,                0.96609,              0.0076537,              0.0076537,              0.0076537
                    239,                0.59371,                0.33854,                0.91041,                0.96599,                0.91737,                0.98323,                0.79304,                0.68708,                0.35827,                 0.9693,              0.0076438,              0.0076438,              0.0076438
                    240,                0.58842,                0.33647,                0.90985,                0.96927,                 0.9163,                0.98319,                0.79172,                 0.6862,                0.35535,                0.96942,              0.0076339,              0.0076339,              0.0076339
                    241,                0.59286,                 0.3364,                 0.9102,                 0.9687,                 0.9154,                0.98519,                0.79153,                0.68505,                0.35681,                0.96831,               0.007624,               0.007624,               0.007624
                    242,                0.59579,                0.33926,                0.90866,                0.96603,                0.91478,                0.98507,                0.79172,                0.68338,                0.35655,                0.96726,              0.0076141,              0.0076141,              0.0076141
                    243,                0.58381,                0.33105,                0.90678,                0.96529,                 0.9163,                0.98487,                0.79164,                0.68339,                 0.3554,                0.96645,              0.0076042,              0.0076042,              0.0076042
                    244,                0.58488,                0.33141,                0.90613,                0.95425,                0.92724,                0.98479,                0.79428,                0.68173,                 0.3557,                0.96645,              0.0075943,              0.0075943,              0.0075943
                    245,                0.58944,                0.33761,                0.90896,                0.95432,                0.92902,                0.98442,                0.79365,                0.68214,                0.35542,                  0.968,              0.0075844,              0.0075844,              0.0075844
                    246,                 0.5911,                0.33618,                0.90667,                0.95407,                0.92819,                 0.9845,                0.79219,                0.68284,                0.35292,                0.96969,              0.0075745,              0.0075745,              0.0075745
                    247,                0.58789,                0.33402,                0.90314,                 0.9534,                0.93138,                0.98444,                 0.7926,                0.68323,                 0.3539,                0.96968,              0.0075646,              0.0075646,              0.0075646
                    248,                0.58316,                0.33253,                0.90898,                0.95388,                0.93014,                 0.9843,                0.79167,                0.68195,                0.35415,                0.96938,              0.0075547,              0.0075547,              0.0075547
                    249,                0.58987,                0.33383,                0.91317,                0.95655,                0.93209,                0.98483,                 0.7932,                0.68306,                0.35293,                0.96882,              0.0075448,              0.0075448,              0.0075448
                    250,                0.58458,                0.33369,                0.90856,                0.95671,                0.93117,                 0.9848,                0.79254,                0.68276,                0.35257,                0.96923,              0.0075349,              0.0075349,              0.0075349
                    251,                0.57902,                0.33008,                0.90325,                0.95641,                0.93165,                0.98469,                0.79352,                0.68197,                0.35293,                0.96887,               0.007525,               0.007525,               0.007525
                    252,                0.58119,                0.33159,                0.90623,                0.95608,                0.93141,                0.98472,                 0.7933,                 0.6826,                 0.3531,                0.96928,              0.0075151,              0.0075151,              0.0075151
                    253,                0.59023,                0.33224,                0.90741,                0.95598,                0.93182,                0.98473,                 0.7922,                0.68228,                0.35383,                0.96854,              0.0075052,              0.0075052,              0.0075052
                    254,                0.57809,                0.32804,                0.90163,                0.95606,                0.93191,                0.98446,                0.79168,                0.68265,                0.35139,                0.96896,              0.0074953,              0.0074953,              0.0074953
                    255,                0.58218,                0.32923,                0.90424,                0.95588,                0.93207,                0.98487,                0.79397,                0.68336,                0.35146,                0.96893,              0.0074854,              0.0074854,              0.0074854
                    256,                0.58349,                0.32635,                 0.9021,                0.95633,                0.93207,                0.98483,                0.79366,                0.68417,                0.35089,                0.96858,              0.0074755,              0.0074755,              0.0074755
                    257,                0.57728,                0.32856,                0.90364,                0.95611,                0.93225,                 0.9846,                0.79243,                0.68328,                0.34993,                0.96883,              0.0074656,              0.0074656,              0.0074656
                    258,                0.58332,                 0.3291,                0.90638,                0.95619,                0.93272,                0.98441,                0.79219,                0.68386,                0.34782,                0.96906,              0.0074557,              0.0074557,              0.0074557
                    259,                0.58737,                0.33041,                0.90625,                0.95643,                 0.9325,                0.98444,                0.79252,                0.68384,                0.34939,                0.96925,              0.0074458,              0.0074458,              0.0074458
                    260,                0.58913,                0.33587,                0.90814,                0.95597,                0.93138,                0.98443,                0.79295,                0.68327,                0.35088,                0.96793,              0.0074359,              0.0074359,              0.0074359
                    261,                0.57481,                0.32577,                 0.9018,                0.95671,                0.93197,                0.98427,                0.79034,                0.68376,                0.35062,                0.96768,               0.007426,               0.007426,               0.007426
                    262,                0.58471,                0.33149,                  0.907,                0.95684,                 0.9318,                0.98435,                0.78941,                0.68345,                0.35098,                0.96696,              0.0074161,              0.0074161,              0.0074161
                    263,                0.57643,                 0.3313,                0.90397,                0.95668,                0.93167,                0.98436,                0.79215,                0.68334,                0.34974,                0.96705,              0.0074062,              0.0074062,              0.0074062
                    264,                0.57503,                0.32938,                0.89775,                0.95902,                0.93156,                0.98426,                0.79226,                0.68395,                 0.3508,                0.96754,              0.0073963,              0.0073963,              0.0073963
                    265,                0.58072,                0.32814,                0.90063,                0.95924,                0.93106,                0.98415,                0.79004,                0.68558,                0.35112,                0.96711,              0.0073864,              0.0073864,              0.0073864
                    266,                 0.5797,                0.33104,                0.90389,                 0.9592,                0.93095,                0.98413,                0.79138,                0.68468,                0.35211,                0.96683,              0.0073765,              0.0073765,              0.0073765
                    267,                0.57341,                 0.3271,                0.90373,                0.95915,                0.93077,                0.98392,                0.78902,                0.68476,                0.35122,                  0.967,              0.0073666,              0.0073666,              0.0073666
                    268,                0.57771,                0.32616,                0.90236,                0.95953,                0.93052,                0.98426,                 0.7893,                0.68596,                0.35117,                0.96699,              0.0073567,              0.0073567,              0.0073567
                    269,                0.57999,                0.32779,                0.90515,                0.95913,                0.93078,                0.98436,                 0.7874,                0.68706,                0.34948,                 0.9677,              0.0073468,              0.0073468,              0.0073468
                    270,                0.57637,                0.32731,                0.90289,                0.95901,                0.93077,                0.98399,                0.78905,                0.68877,                0.34957,                0.96866,              0.0073369,              0.0073369,              0.0073369
