                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                 0.5533,                0.31866,                0.89911,                0.96079,                0.95362,                0.98089,                0.81213,                0.64251,                0.33884,                 0.9536,               0.008515,               0.008515,               0.008515
                    152,                 0.5435,                0.31035,                 0.8994,                0.95667,                 0.9528,                0.98046,                0.81262,                0.63316,                0.32839,                0.94848,              0.0085051,              0.0085051,              0.0085051
                    153,                0.54959,                0.31516,                0.89639,                0.96097,                0.95526,                0.98096,                0.81244,                 0.6316,                0.32699,                0.94304,              0.0084952,              0.0084952,              0.0084952
                    154,                0.55123,                0.31843,                0.90194,                0.95483,                0.96317,                0.97666,                 0.8114,                0.64287,                0.33599,                 0.9482,              0.0084853,              0.0084853,              0.0084853
                    155,                0.55344,                0.31645,                0.90436,                0.94469,                0.96819,                0.97891,                0.80876,                0.64484,                0.33879,                0.95326,              0.0084754,              0.0084754,              0.0084754
                    156,                0.54008,                0.30654,                0.89809,                0.94842,                0.96034,                0.97928,                0.81221,                0.64325,                 0.3396,                0.95592,              0.0084655,              0.0084655,              0.0084655
                    157,                0.54615,                0.31203,                0.89812,                0.94139,                 0.9648,                0.98307,                0.80961,                0.65187,                0.33663,                 0.9615,              0.0084556,              0.0084556,              0.0084556
                    158,                0.54358,                0.30964,                0.89623,                0.95905,                0.95988,                0.98293,                0.80778,                0.64479,                0.33374,                0.96075,              0.0084457,              0.0084457,              0.0084457
                    159,                0.54443,                0.31256,                0.89862,                0.96342,                0.96142,                0.98237,                0.81146,                0.64366,                0.33611,                0.96001,              0.0084358,              0.0084358,              0.0084358
                    160,                0.54604,                 0.3096,                0.89425,                0.95819,                0.95848,                0.98037,                0.81488,                0.63995,                 0.3347,                0.96134,              0.0084259,              0.0084259,              0.0084259
                    161,                0.54877,                0.31556,                 0.9062,                0.94059,                0.95848,                0.98245,                0.82131,                 0.6408,                0.34112,                0.95719,               0.008416,               0.008416,               0.008416
                    162,                0.54383,                0.31003,                0.89896,                0.93167,                0.96853,                0.98274,                0.81349,                0.65868,                0.34095,                0.96711,              0.0084061,              0.0084061,              0.0084061
                    163,                0.54281,                0.30852,                0.89901,                0.94351,                0.95884,                0.98199,                 0.8183,                0.65033,                0.34167,                0.96579,              0.0083962,              0.0083962,              0.0083962
                    164,                0.54529,                0.30851,                0.89857,                0.93403,                0.96229,                0.98398,                0.81648,                0.65757,                0.34023,                0.96333,              0.0083863,              0.0083863,              0.0083863
                    165,                0.54311,                0.30983,                0.89459,                 0.9282,                0.97607,                 0.9841,                0.81797,                0.65948,                0.34219,                0.96817,              0.0083764,              0.0083764,              0.0083764
                    166,                0.53913,                0.30729,                0.89906,                0.93684,                0.97079,                0.98405,                0.81794,                0.66002,                0.33877,                0.97206,              0.0083665,              0.0083665,              0.0083665
                    167,                0.54107,                0.30945,                0.89688,                0.93777,                0.97162,                 0.9837,                0.81756,                0.65191,                0.34133,                 0.9623,              0.0083566,              0.0083566,              0.0083566
                    168,                0.53573,                  0.307,                 0.8936,                0.93336,                0.97415,                0.98166,                0.81384,                0.64738,                0.33376,                0.96315,              0.0083467,              0.0083467,              0.0083467
                    169,                0.54105,                  0.313,                0.89839,                0.93438,                0.95555,                0.98277,                0.81645,                0.64922,                  0.336,                0.96525,              0.0083368,              0.0083368,              0.0083368
                    170,                0.54404,                0.30923,                 0.8984,                0.93705,                0.95467,                 0.9825,                0.81761,                 0.6543,                0.33918,                0.96919,              0.0083269,              0.0083269,              0.0083269
                    171,                0.53303,                0.30419,                0.89546,                  0.937,                 0.9532,                0.98329,                0.81471,                0.65255,                0.34266,                0.96861,               0.008317,               0.008317,               0.008317
                    172,                0.53609,                0.30651,                0.89205,                 0.9285,                0.95531,                0.98365,                0.81678,                0.65532,                 0.3414,                0.96662,              0.0083071,              0.0083071,              0.0083071
                    173,                 0.5357,                0.30539,                0.89498,                0.92544,                0.96977,                0.98365,                0.81807,                  0.647,                0.33381,                0.96105,              0.0082972,              0.0082972,              0.0082972
                    174,                0.52742,                0.30205,                0.88737,                0.92052,                0.97279,                0.98345,                0.82004,                0.65117,                0.32897,                0.96157,              0.0082873,              0.0082873,              0.0082873
                    175,                0.54021,                0.30883,                 0.8947,                0.93322,                0.96268,                0.98258,                0.81739,                0.65157,                0.33106,                0.96367,              0.0082774,              0.0082774,              0.0082774
                    176,                0.53285,                0.30639,                 0.8919,                0.93559,                 0.9621,                 0.9825,                0.81885,                0.63967,                0.32869,                0.95087,              0.0082675,              0.0082675,              0.0082675
                    177,                0.52994,                0.30401,                0.89189,                 0.9236,                0.97356,                0.98185,                0.82095,                0.63746,                0.32523,                0.94994,              0.0082576,              0.0082576,              0.0082576
                    178,                0.53028,                0.30564,                0.89185,                0.92738,                0.97356,                0.98192,                0.81928,                0.63165,                0.32047,                0.94851,              0.0082477,              0.0082477,              0.0082477
                    179,                0.53339,                 0.3058,                 0.8965,                0.92934,                0.97036,                0.98207,                0.82212,                0.62339,                0.31904,                0.94569,              0.0082378,              0.0082378,              0.0082378
                    180,                0.53089,                0.30359,                0.89239,                0.94148,                0.95508,                0.98391,                0.81967,                0.62574,                0.31844,                0.94973,              0.0082279,              0.0082279,              0.0082279
                    181,                0.53201,                0.30285,                0.89144,                0.94237,                 0.9528,                0.98349,                0.82126,                0.62026,                0.32073,                0.94635,               0.008218,               0.008218,               0.008218
                    182,                0.53398,                0.30448,                0.89136,                0.94526,                0.95671,                0.98212,                0.82447,                 0.6212,                0.32358,                0.94623,              0.0082081,              0.0082081,              0.0082081
                    183,                0.53485,                0.30905,                0.89196,                 0.9419,                0.95782,                0.97974,                0.82174,                0.62226,                0.32467,                0.94404,              0.0081982,              0.0081982,              0.0081982
                    184,                0.53279,                0.30778,                0.89385,                0.94066,                0.95028,                0.97917,                0.82104,                0.62629,                0.33068,                0.94517,              0.0081883,              0.0081883,              0.0081883
                    185,                0.53179,                 0.3042,                0.89424,                0.94875,                0.95256,                0.97957,                0.81696,                0.63304,                0.32867,                0.94923,              0.0081784,              0.0081784,              0.0081784
                    186,                0.52671,                0.30342,                0.89132,                0.94776,                0.95132,                0.97795,                0.81613,                0.63276,                0.33336,                0.94761,              0.0081685,              0.0081685,              0.0081685
                    187,                0.52627,                0.30044,                0.89574,                0.93845,                0.95942,                0.98096,                 0.8189,                0.63123,                0.33147,                0.94838,              0.0081586,              0.0081586,              0.0081586
                    188,                0.53077,                0.30326,                0.89675,                0.93818,                0.96252,                0.98189,                0.81949,                0.62796,                0.33002,                0.94834,              0.0081487,              0.0081487,              0.0081487
                    189,                0.52247,                0.29987,                 0.8891,                0.94811,                0.94838,                0.98199,                0.82295,                0.62699,                0.32824,                0.94779,              0.0081388,              0.0081388,              0.0081388
                    190,                0.51987,                0.29694,                0.88947,                0.94509,                0.95032,                 0.9823,                0.82678,                0.62622,                0.32534,                0.94845,              0.0081289,              0.0081289,              0.0081289
                    191,                0.52059,                0.29712,                0.88984,                 0.9574,                0.94572,                0.98265,                0.82669,                0.62236,                0.32519,                0.94764,               0.008119,               0.008119,               0.008119
                    192,                 0.5216,                0.29928,                0.88737,                0.94007,                0.96992,                0.98275,                0.82882,                0.61643,                0.32487,                0.94393,              0.0081091,              0.0081091,              0.0081091
                    193,                0.53044,                0.30144,                0.89334,                0.96077,                0.95354,                0.98286,                0.82515,                0.61655,                0.32566,                0.94256,              0.0080992,              0.0080992,              0.0080992
                    194,                0.52241,                0.30043,                0.89149,                0.95862,                0.95665,                0.98234,                0.82271,                0.62498,                0.32825,                0.94489,              0.0080893,              0.0080893,              0.0080893
                    195,                0.53154,                0.30279,                0.89367,                0.95919,                0.95434,                0.98219,                0.82221,                0.62833,                0.32922,                  0.948,              0.0080794,              0.0080794,              0.0080794
                    196,                0.52341,                0.29988,                  0.888,                0.94821,                0.96657,                0.98194,                0.82845,                0.62636,                0.32777,                0.94776,              0.0080695,              0.0080695,              0.0080695
                    197,                0.51871,                0.29636,                0.89136,                 0.9583,                0.95113,                0.98212,                0.82615,                0.62683,                0.32401,                0.95274,              0.0080596,              0.0080596,              0.0080596
                    198,                0.51857,                 0.2978,                0.88908,                0.95788,                0.95047,                0.98349,                0.82628,                0.63191,                0.32676,                 0.9589,              0.0080497,              0.0080497,              0.0080497
                    199,                0.51698,                0.29623,                 0.8885,                0.95664,                0.95028,                0.98335,                0.82615,                0.63332,                0.32309,                0.96109,              0.0080398,              0.0080398,              0.0080398
                    200,                0.51204,                0.29369,                0.88524,                0.95624,                 0.9528,                0.98353,                0.82565,                0.63327,                0.31791,                0.96182,              0.0080299,              0.0080299,              0.0080299
                    201,                0.52061,                 0.2965,                0.88791,                0.95623,                0.95531,                0.98365,                0.82861,                0.63012,                0.31785,                0.95897,                0.00802,                0.00802,                0.00802
                    202,                0.51689,                 0.2964,                0.88682,                0.95775,                0.95306,                0.98378,                0.82967,                0.63301,                0.31339,                0.96082,              0.0080101,              0.0080101,              0.0080101
                    203,                0.52263,                0.29823,                 0.8907,                0.95915,                0.95531,                0.98411,                0.83032,                0.63108,                0.31046,                0.95976,              0.0080002,              0.0080002,              0.0080002
                    204,                0.52064,                0.29453,                0.88877,                0.96086,                0.95264,                0.98395,                0.82795,                0.63064,                0.30924,                0.95668,              0.0079903,              0.0079903,              0.0079903
                    205,                 0.5193,                0.29612,                0.88881,                0.96093,                0.95235,                0.98337,                0.82136,                0.63372,                0.31149,                0.95825,              0.0079804,              0.0079804,              0.0079804
                    206,                0.51473,                0.29619,                0.88872,                0.96279,                0.94434,                0.98302,                0.82141,                0.63367,                 0.3137,                 0.9582,              0.0079705,              0.0079705,              0.0079705
                    207,                0.51082,                0.29344,                0.88941,                 0.9643,                0.94246,                0.98167,                0.81881,                0.63457,                0.31523,                0.95833,              0.0079606,              0.0079606,              0.0079606
                    208,                0.51901,                0.29648,                0.89024,                 0.9643,                0.94182,                0.98205,                0.81978,                 0.6382,                0.31472,                0.95624,              0.0079507,              0.0079507,              0.0079507
                    209,                0.50929,                 0.2929,                0.88204,                0.93885,                 0.9681,                0.98196,                0.82486,                 0.6375,                0.31651,                0.95923,              0.0079408,              0.0079408,              0.0079408
                    210,                0.51217,                0.29368,                0.88962,                0.93608,                0.96602,                0.98203,                0.82095,                0.63493,                0.31702,                0.95676,              0.0079309,              0.0079309,              0.0079309
                    211,                0.51201,                0.29243,                0.88527,                0.93507,                0.96602,                0.98209,                0.82034,                0.63452,                0.32154,                0.95579,               0.007921,               0.007921,               0.007921
                    212,                0.51113,                0.29327,                0.88575,                0.94512,                0.95996,                0.98268,                0.82286,                0.63359,                0.31913,                0.95561,              0.0079111,              0.0079111,              0.0079111
                    213,                0.51236,                0.29291,                0.88597,                0.94472,                0.96351,                0.98257,                0.82268,                 0.6326,                0.32099,                 0.9557,              0.0079012,              0.0079012,              0.0079012
                    214,                0.50892,                0.29178,                 0.8804,                0.94062,                0.96502,                0.98246,                0.82143,                0.63147,                0.32041,                0.95718,              0.0078913,              0.0078913,              0.0078913
                    215,                0.51396,                0.29382,                0.89205,                0.94145,                0.96602,                0.98251,                 0.8222,                0.63121,                0.31887,                0.95934,              0.0078814,              0.0078814,              0.0078814
                    216,                0.50534,                0.29114,                0.88063,                0.94333,                0.96602,                0.98271,                0.81959,                0.62943,                0.31762,                0.95809,              0.0078715,              0.0078715,              0.0078715
                    217,                0.51345,                0.29321,                0.88525,                0.94404,                0.96559,                0.98387,                0.82164,                0.62899,                0.31618,                0.95805,              0.0078616,              0.0078616,              0.0078616
                    218,                0.50667,                0.28876,                 0.8811,                0.94579,                0.96602,                0.98393,                0.81922,                0.62993,                0.31308,                0.95808,              0.0078517,              0.0078517,              0.0078517
                    219,                 0.5107,                0.29292,                0.88432,                0.94747,                0.96602,                0.98375,                0.81862,                0.63347,                 0.3142,                0.96085,              0.0078418,              0.0078418,              0.0078418
                    220,                 0.5093,                0.29159,                0.88545,                0.94807,                0.96543,                0.98384,                  0.823,                 0.6332,                0.31472,                0.95895,              0.0078319,              0.0078319,              0.0078319
                    221,                0.51024,                0.29164,                0.88477,                 0.9463,                0.96211,                0.98408,                 0.8204,                0.63318,                  0.316,                0.95973,               0.007822,               0.007822,               0.007822
                    222,                0.50534,                0.29115,                0.88135,                0.94613,                0.96112,                0.98535,                0.82116,                0.63015,                 0.3141,                0.95847,              0.0078121,              0.0078121,              0.0078121
                    223,                0.50038,                0.28908,                0.88018,                0.93769,                0.96768,                0.98557,                0.82398,                0.62479,                0.31374,                0.95425,              0.0078022,              0.0078022,              0.0078022
                    224,                0.49966,                 0.2868,                0.88505,                0.93821,                0.96767,                0.98563,                0.82481,                 0.6235,                0.31336,                0.95252,              0.0077923,              0.0077923,              0.0077923
                    225,                0.50395,                0.28759,                0.87966,                0.95735,                0.94885,                0.98587,                 0.8279,                0.62597,                0.31218,                0.95373,              0.0077824,              0.0077824,              0.0077824
                    226,                0.50329,                0.28753,                0.88771,                0.95054,                 0.9528,                0.98601,                0.82783,                0.63002,                0.31282,                0.95689,              0.0077725,              0.0077725,              0.0077725
                    227,                 0.5067,                0.28731,                0.88044,                0.95551,                 0.9528,                0.98625,                0.82807,                0.62855,                0.31189,                0.95638,              0.0077626,              0.0077626,              0.0077626
                    228,                0.50225,                0.28845,                0.88077,                0.95781,                0.94585,                0.98665,                0.82677,                0.62632,                0.31057,                 0.9575,              0.0077527,              0.0077527,              0.0077527
                    229,                0.49974,                0.28646,                0.87995,                0.94012,                0.96743,                0.98648,                0.82674,                 0.6241,                0.30884,                0.95537,              0.0077428,              0.0077428,              0.0077428
                    230,                0.50167,                0.28812,                0.88492,                0.95695,                0.95531,                0.98662,                0.83062,                0.62304,                0.30771,                0.95275,              0.0077329,              0.0077329,              0.0077329
                    231,                0.50156,                0.28739,                0.88174,                 0.9627,                0.94711,                0.98645,                0.82792,                0.62129,                0.30548,                 0.9531,               0.007723,               0.007723,               0.007723
                    232,                0.50101,                0.28689,                0.88658,                0.96333,                 0.9457,                0.98649,                0.82766,                 0.6209,                0.30713,                0.95278,              0.0077131,              0.0077131,              0.0077131
                    233,                0.50089,                0.28769,                0.88127,                0.94546,                0.96285,                0.98638,                0.82657,                0.61977,                0.30794,                0.95108,              0.0077032,              0.0077032,              0.0077032
                    234,                0.50402,                0.28839,                0.88457,                0.93874,                0.96642,                0.98649,                  0.827,                0.61971,                0.30866,                0.95148,              0.0076933,              0.0076933,              0.0076933
                    235,                0.50183,                0.28924,                0.87989,                0.94178,                0.96449,                0.98666,                0.82697,                 0.6206,                 0.3066,                0.95483,              0.0076834,              0.0076834,              0.0076834
                    236,                0.49878,                0.28553,                0.88047,                0.94478,                0.96263,                0.98677,                0.82829,                0.61996,                0.30683,                0.95452,              0.0076735,              0.0076735,              0.0076735
                    237,                0.49834,                0.28358,                 0.8822,                0.94591,                0.96285,                0.98681,                 0.8283,                0.62014,                0.30636,                0.95387,              0.0076636,              0.0076636,              0.0076636
                    238,                0.50182,                0.28782,                0.87858,                0.94639,                0.96386,                0.98697,                0.82757,                0.62047,                0.30861,                0.95462,              0.0076537,              0.0076537,              0.0076537
                    239,                0.50004,                0.28505,                0.88126,                0.93763,                0.96625,                0.98706,                0.82926,                0.62138,                0.30995,                0.95481,              0.0076438,              0.0076438,              0.0076438
                    240,                0.49338,                0.28474,                0.87927,                0.94015,                0.96602,                0.98691,                0.82803,                0.61991,                0.31115,                0.95399,              0.0076339,              0.0076339,              0.0076339
                    241,                0.49536,                0.28368,                0.87828,                0.94417,                0.96338,                0.98689,                0.82716,                0.62038,                0.31063,                0.95491,               0.007624,               0.007624,               0.007624
                    242,                 0.5035,                0.28787,                0.88095,                0.93991,                0.96602,                0.98676,                 0.8302,                0.62209,                0.31189,                0.95776,              0.0076141,              0.0076141,              0.0076141
                    243,                0.49634,                0.28261,                 0.8791,                0.93876,                0.96652,                0.98663,                0.82772,                0.62013,                0.31215,                0.95677,              0.0076042,              0.0076042,              0.0076042
                    244,                0.49247,                0.28229,                0.87648,                0.93916,                 0.9646,                0.98655,                0.82713,                0.61959,                0.31191,                0.95619,              0.0075943,              0.0075943,              0.0075943
                    245,                0.49906,                0.28551,                0.88056,                0.93789,                0.96999,                0.98625,                0.82971,                0.61884,                0.31171,                0.95552,              0.0075844,              0.0075844,              0.0075844
                    246,                0.49246,                0.28239,                0.87494,                0.93782,                0.97042,                0.98611,                 0.8275,                0.61923,                0.31147,                 0.9564,              0.0075745,              0.0075745,              0.0075745
                    247,                0.48961,                0.28281,                0.87189,                0.96449,                0.94491,                0.98607,                0.82973,                0.62151,                0.31211,                0.95781,              0.0075646,              0.0075646,              0.0075646
                    248,                 0.4927,                0.28392,                0.88134,                0.93849,                 0.9691,                0.98596,                0.82563,                0.62381,                0.31143,                0.95968,              0.0075547,              0.0075547,              0.0075547
                    249,                0.49337,                0.28415,                0.88344,                0.93844,                0.96964,                0.98583,                0.82605,                0.62518,                0.31092,                0.96233,              0.0075448,              0.0075448,              0.0075448
                    250,                0.49435,                 0.2838,                0.87911,                 0.9408,                0.96853,                  0.986,                0.82585,                 0.6244,                0.30997,                0.96369,              0.0075349,              0.0075349,              0.0075349
                    251,                0.48873,                0.28073,                0.87478,                 0.9432,                0.97051,                0.98597,                0.82525,                0.62236,                0.30932,                0.96366,               0.007525,               0.007525,               0.007525
                    252,                0.49031,                0.27939,                0.87602,                0.94445,                0.97104,                0.98637,                0.82582,                0.62001,                0.30865,                0.96267,              0.0075151,              0.0075151,              0.0075151
                    253,                0.49651,                0.28296,                0.87733,                0.94491,                0.97104,                0.98754,                0.82687,                0.61927,                 0.3091,                0.96249,              0.0075052,              0.0075052,              0.0075052
                    254,                 0.4887,                0.27944,                0.87379,                0.94419,                0.97104,                 0.9876,                0.82515,                0.61814,                0.30748,                0.96145,              0.0074953,              0.0074953,              0.0074953
                    255,                0.49197,                0.28218,                0.87538,                0.94574,                0.97231,                0.98742,                0.82677,                0.61785,                0.30613,                0.96181,              0.0074854,              0.0074854,              0.0074854
                    256,                0.49307,                0.27813,                0.87357,                0.94576,                 0.9727,                0.98747,                0.82532,                0.61693,                0.30615,                 0.9609,              0.0074755,              0.0074755,              0.0074755
                    257,                0.48313,                0.27832,                0.87518,                0.94589,                0.97202,                 0.9876,                0.82558,                0.61769,                0.30669,                0.96153,              0.0074656,              0.0074656,              0.0074656
                    258,                0.49012,                0.27981,                0.87756,                0.94521,                0.97104,                0.98765,                0.82473,                0.61621,                0.30617,                0.96125,              0.0074557,              0.0074557,              0.0074557
                    259,                0.48819,                0.28083,                0.87659,                0.94609,                0.97104,                0.98767,                0.82442,                0.61629,                0.30575,                0.96105,              0.0074458,              0.0074458,              0.0074458
                    260,                0.49579,                0.28499,                0.87883,                0.94619,                0.97104,                0.98779,                0.82515,                0.61658,                0.30474,                0.96149,              0.0074359,              0.0074359,              0.0074359
                    261,                0.48657,                0.27715,                0.87393,                 0.9465,                0.97104,                0.98774,                0.82527,                0.61627,                0.30469,                0.96188,               0.007426,               0.007426,               0.007426
                    262,                0.49448,                0.28349,                0.87774,                0.94672,                0.97104,                0.98777,                0.82644,                0.61586,                0.30275,                0.96167,              0.0074161,              0.0074161,              0.0074161
                    263,                0.47977,                0.27659,                0.87562,                0.94752,                0.97201,                0.98799,                0.82653,                0.61566,                 0.3027,                0.96127,              0.0074062,              0.0074062,              0.0074062
                    264,                0.48539,                 0.2785,                0.87284,                0.94735,                0.97216,                0.98779,                0.82546,                0.61773,                 0.3032,                0.96092,              0.0073963,              0.0073963,              0.0073963
                    265,                0.48602,                0.27939,                0.87257,                0.94763,                0.97218,                0.98782,                0.82606,                0.61777,                0.30259,                0.96106,              0.0073864,              0.0073864,              0.0073864
                    266,                0.48186,                 0.2757,                0.87213,                0.94813,                0.97207,                0.98802,                0.82672,                0.61757,                0.30368,                0.95968,              0.0073765,              0.0073765,              0.0073765
                    267,                0.48423,                0.27729,                0.87599,                0.94805,                0.97206,                0.98813,                0.82658,                0.61724,                0.30416,                0.95869,              0.0073666,              0.0073666,              0.0073666
                    268,                0.48576,                0.27933,                0.87453,                0.94605,                0.96998,                0.98823,                0.82898,                0.61697,                0.30407,                0.95876,              0.0073567,              0.0073567,              0.0073567
                    269,                0.48312,                0.27754,                0.87417,                0.94604,                0.96993,                0.98832,                0.82916,                0.61711,                0.30569,                0.95782,              0.0073468,              0.0073468,              0.0073468
                    270,                 0.4863,                0.27871,                0.87463,                0.94602,                0.96948,                0.98815,                0.82894,                0.61534,                 0.3068,                0.95571,              0.0073369,              0.0073369,              0.0073369
                    271,                0.47853,                0.27373,                0.87338,                0.94601,                0.96931,                0.98828,                0.83056,                0.61517,                0.30751,                 0.9562,               0.007327,               0.007327,               0.007327
                    272,                0.48505,                0.28084,                 0.8766,                0.94602,                0.96959,                0.98815,                0.82964,                0.61639,                0.30594,                0.95728,              0.0073171,              0.0073171,              0.0073171
                    273,                0.48312,                0.27615,                0.87683,                0.94602,                0.96947,                0.98809,                0.82928,                0.61637,                0.30493,                0.95825,              0.0073072,              0.0073072,              0.0073072
                    274,                0.48143,                 0.2757,                0.87447,                0.94753,                0.96941,                0.98788,                0.82954,                0.61714,                0.30592,                0.95916,              0.0072973,              0.0072973,              0.0072973
                    275,                0.48511,                0.27787,                0.87086,                0.94618,                0.96853,                0.98757,                0.83084,                0.61675,                0.30562,                0.95937,              0.0072874,              0.0072874,              0.0072874
                    276,                0.48217,                0.27215,                0.87216,                0.94737,                0.96853,                0.98622,                0.83022,                 0.6167,                0.30449,                0.95942,              0.0072775,              0.0072775,              0.0072775
                    277,                0.48152,                0.27504,                0.87797,                0.94769,                0.96853,                0.98624,                0.83129,                 0.6158,                0.30558,                0.95788,              0.0072676,              0.0072676,              0.0072676
                    278,                0.48301,                0.27549,                0.87422,                0.94767,                0.96853,                0.98617,                0.83236,                0.61658,                0.30513,                0.95883,              0.0072577,              0.0072577,              0.0072577
                    279,                0.48271,                0.27845,                0.87088,                0.94686,                0.96853,                0.98618,                0.83097,                0.61728,                0.30606,                0.95857,              0.0072478,              0.0072478,              0.0072478
                    280,                0.48183,                0.27646,                0.87274,                0.94741,                0.96853,                0.98619,                0.83092,                0.61725,                0.30535,                0.95836,              0.0072379,              0.0072379,              0.0072379
                    281,                0.48803,                0.27467,                 0.8753,                0.94786,                0.96853,                0.98617,                0.83098,                0.61745,                0.30382,                0.95931,               0.007228,               0.007228,               0.007228
                    282,                0.47831,                0.27533,                0.87114,                0.94842,                0.96853,                0.98619,                0.83234,                 0.6186,                 0.3046,                0.95999,              0.0072181,              0.0072181,              0.0072181
                    283,                  0.478,                0.27722,                0.87148,                0.95123,                0.96853,                0.98629,                0.83124,                0.61804,                0.30397,                0.96044,              0.0072082,              0.0072082,              0.0072082
                    284,                0.47664,                0.27508,                0.87188,                0.95197,                0.96853,                0.98628,                0.83209,                0.61731,                0.30409,                0.95975,              0.0071983,              0.0071983,              0.0071983
                    285,                0.47918,                0.27769,                 0.8724,                0.95359,                0.96853,                0.98626,                0.83276,                0.61652,                0.30405,                0.95937,              0.0071884,              0.0071884,              0.0071884
                    286,                 0.4834,                0.27597,                0.87202,                0.95567,                0.96831,                0.98628,                0.83318,                0.61688,                0.30414,                0.95958,              0.0071785,              0.0071785,              0.0071785
                    287,                0.47768,                0.27451,                0.87248,                0.95573,                0.96831,                0.98631,                0.83131,                0.61718,                 0.3043,                0.95976,              0.0071686,              0.0071686,              0.0071686
                    288,                 0.4762,                0.27344,                0.87082,                0.95551,                0.96853,                0.98627,                0.83062,                 0.6182,                0.30434,                0.96061,              0.0071587,              0.0071587,              0.0071587
                    289,                0.47517,                0.27105,                0.86996,                 0.9558,                0.96806,                0.98615,                0.83083,                0.61781,                0.30343,                0.96102,              0.0071488,              0.0071488,              0.0071488
                    290,                0.47124,                0.27115,                0.86749,                0.95579,                0.96764,                0.98613,                0.83173,                0.61856,                0.30368,                0.96131,              0.0071389,              0.0071389,              0.0071389
                    291,                0.47392,                0.27415,                0.87091,                0.95585,                 0.9673,                0.98607,                0.83026,                0.61878,                0.30337,                  0.961,               0.007129,               0.007129,               0.007129
                    292,                0.47414,                0.27353,                0.86964,                0.95581,                0.96655,                 0.9859,                0.82854,                0.61859,                0.30394,                  0.961,              0.0071191,              0.0071191,              0.0071191
                    293,                0.47148,                0.27131,                0.86943,                0.95342,                0.96636,                0.98584,                0.83012,                0.61876,                0.30309,                 0.9612,              0.0071092,              0.0071092,              0.0071092
                    294,                 0.4733,                  0.271,                0.87083,                0.95576,                 0.9665,                0.98592,                0.83066,                0.61841,                0.30335,                0.96129,              0.0070993,              0.0070993,              0.0070993
                    295,                0.47494,                0.27449,                0.86782,                 0.9558,                 0.9665,                0.98593,                0.82729,                0.61817,                0.30219,                0.96132,              0.0070894,              0.0070894,              0.0070894
                    296,                0.47503,                0.27108,                0.86862,                0.95341,                0.96618,                 0.9858,                 0.8294,                0.61868,                0.30149,                0.96099,              0.0070795,              0.0070795,              0.0070795
                    297,                0.47641,                0.27291,                0.87224,                0.95578,                0.96582,                0.98588,                0.83034,                0.61975,                0.30182,                0.96089,              0.0070696,              0.0070696,              0.0070696
                    298,                0.47363,                0.27124,                0.86948,                0.95577,                0.96561,                0.98592,                0.83003,                0.61921,                0.30177,                0.96072,              0.0070597,              0.0070597,              0.0070597
                    299,                0.46927,                0.27066,                0.86707,                0.95576,                0.96554,                0.98726,                0.82946,                 0.6188,                 0.3019,                0.96079,              0.0070498,              0.0070498,              0.0070498
                    300,                0.47205,                0.27146,                0.86466,                0.95574,                0.96501,                0.98729,                0.83061,                0.61939,                0.30089,                0.96115,              0.0070399,              0.0070399,              0.0070399
                    301,                 0.4634,                0.26829,                0.86719,                0.95574,                0.96493,                0.98598,                0.83071,                 0.6195,                0.30074,                0.96156,                0.00703,                0.00703,                0.00703
                    302,                0.46872,                0.26733,                0.86783,                 0.9557,                0.96398,                0.98602,                0.83003,                0.62042,                0.30094,                0.96225,              0.0070201,              0.0070201,              0.0070201
                    303,                0.47431,                 0.2718,                0.87129,                0.95572,                0.96358,                0.98737,                0.83113,                0.61987,                0.30102,                0.96217,              0.0070102,              0.0070102,              0.0070102
                    304,                0.47514,                0.27026,                0.86951,                0.95578,                 0.9637,                0.98611,                0.83116,                0.61916,                0.29966,                 0.9614,              0.0070003,              0.0070003,              0.0070003
                    305,                0.47041,                0.26769,                0.86925,                0.95594,                0.96388,                0.98615,                0.83121,                0.61857,                0.29968,                0.96093,              0.0069904,              0.0069904,              0.0069904
                    306,                 0.4667,                0.26871,                0.86719,                0.95605,                0.96407,                0.98625,                0.83197,                0.61848,                0.29983,                0.96114,              0.0069805,              0.0069805,              0.0069805
                    307,                0.46845,                0.26876,                0.87158,                0.95619,                0.96427,                0.98631,                0.83245,                0.61859,                0.30045,                0.96085,              0.0069706,              0.0069706,              0.0069706
                    308,                0.46899,                0.26889,                0.86688,                0.95619,                0.96427,                0.98631,                0.83376,                0.61761,                0.29997,                0.96016,              0.0069607,              0.0069607,              0.0069607
                    309,                0.47273,                0.27015,                0.87127,                0.95619,                0.96427,                0.98622,                0.83439,                0.61695,                0.29982,                0.96008,              0.0069508,              0.0069508,              0.0069508
                    310,                0.45654,                0.26215,                0.86564,                0.95623,                0.96435,                0.98622,                0.83268,                0.61671,                0.30084,                0.96032,              0.0069409,              0.0069409,              0.0069409
                    311,                0.46725,                0.26988,                0.86741,                0.95622,                0.96435,                0.98634,                0.83207,                0.61624,                0.30067,                0.96013,               0.006931,               0.006931,               0.006931
                    312,                0.46953,                0.26787,                0.87192,                0.95625,                0.96447,                0.98629,                0.83124,                0.61575,                0.30061,                0.96006,              0.0069211,              0.0069211,              0.0069211
